Ref,Val,Package,PosX,PosY,Rot,Side
"J1","Conn_01x04_Pin","PinHeader_1x04_P2.54mm_Vertical",25.250000,-97.815000,0.000000,top
"J2","Conn_01x04_Pin","SplitFlapBusBar",32.780000,-97.810000,0.000000,top
